Spot Integral Intensity File
Grid: 36 by 6, spot diameter 1.300, spot style round
XQN, YQN, XSN, YSN, Attr, UID, Descr, Data Area, Bkg Area, (N of Saturated Pixels, Spot Integral Intensity, Spot Background Integral Intensity) x M
1, 1, 15, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 16, 5, 0, NA, NA, 2760, 1187, 0, 1.574e+004, 0.000e+000
1, 1, 17, 5, 0, NA, NA, 2760, 1187, 0, 1.800e+004, 0.000e+000
1, 1, 18, 5, 0, NA, NA, 2760, 1187, 0, 2.193e+004, 0.000e+000
1, 1, 19, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 20, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 21, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 22, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 23, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 24, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 25, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 26, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 27, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 28, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 29, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 30, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 31, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 32, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 33, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 34, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 35, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 36, 5, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 1, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 1.194e+003
1, 1, 2, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 4.200e+001
1, 1, 3, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 4, 6, 0, NA, NA, 2760, 1187, 0, 2.397e+003, 0.000e+000
1, 1, 5, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 6, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 7, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 8, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 1.000e+000
1, 1, 9, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 1.456e+003
1, 1, 10, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 11, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 12, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 13, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 14, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 15, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 16, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 17, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 18, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 19, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 20, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 21, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 22, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 23, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 24, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 25, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 26, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 27, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 28, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 29, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 30, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 31, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 32, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 33, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 34, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 35, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000
1, 1, 36, 6, 0, NA, NA, 2760, 1187, 0, 0.000e+000, 0.000e+000

Quad X 0, Y 0, spots 216
layer 0, avg intensity 1.173e+003, avg bkg 1.390e+001, avg SNR 84.376
