Spot Integral Intensity File
Grid: 36 by 6, spot diameter 1.000, spot style round
XQN, YQN, XSN, YSN, Attr, UID, Descr, Data Area, Bkg Area, (N of Saturated Pixels, Spot Integral Intensity, Spot Background Integral Intensity) x M
1, 1, 18, 6, 0, NA, NA, 1606, 0, 0, 5.537e+004, 0.000e+000
1, 1, 19, 6, 0, NA, NA, 1606, 0, 0, 2.312e+006, 0.000e+000
1, 1, 20, 6, 0, NA, NA, 1606, 0, 0, 2.077e+006, 0.000e+000
1, 1, 21, 6, 0, NA, NA, 1606, 0, 0, 1.986e+006, 0.000e+000
1, 1, 22, 6, 0, NA, NA, 1606, 0, 0, 2.247e+006, 0.000e+000
1, 1, 23, 6, 0, NA, NA, 1606, 0, 0, 2.318e+006, 0.000e+000
1, 1, 24, 6, 0, NA, NA, 1606, 0, 0, 2.334e+006, 0.000e+000
1, 1, 25, 6, 0, NA, NA, 1606, 0, 0, 3.060e+006, 0.000e+000
1, 1, 26, 6, 0, NA, NA, 1606, 0, 0, 2.745e+006, 0.000e+000
1, 1, 27, 6, 0, NA, NA, 1606, 0, 0, 2.551e+006, 0.000e+000
1, 1, 28, 6, 0, NA, NA, 1606, 0, 0, 1.056e+006, 0.000e+000
1, 1, 29, 6, 0, NA, NA, 1606, 0, 0, 1.193e+006, 0.000e+000
1, 1, 30, 6, 0, NA, NA, 1606, 0, 0, 1.382e+006, 0.000e+000
1, 1, 31, 6, 0, NA, NA, 1606, 0, 0, 1.145e+006, 0.000e+000
1, 1, 32, 6, 0, NA, NA, 1606, 0, 0, 1.048e+006, 0.000e+000
1, 1, 33, 6, 0, NA, NA, 1606, 0, 0, 1.029e+006, 0.000e+000
1, 1, 34, 6, 0, NA, NA, 1606, 0, 0, 6.528e+005, 0.000e+000
1, 1, 35, 6, 0, NA, NA, 1606, 0, 0, 3.012e+005, 0.000e+000
1, 1, 36, 6, 0, NA, NA, 1606, 0, 0, 7.108e+004, 0.000e+000

Quad X 0, Y 0, spots 216
layer 0, avg intensity 2.326e+003, avg bkg 0.000e+000, avg SNR 1.#IO
